en,fr
Three times out of 10.,Trois fois sur dix.
Do you know what they call a 300 hitter in Major League Baseball?,Savez-vous comment on appelle un batteur à 300 dans la Ligue majeure de base-ball ?
"Good, really good, maybe an all-star.","C'est un bon batteur, très bon, peut-être une superstar."
Do you know what they call a 400 baseball hitter?,Savez-vous comment on appelle un batteur à 400 ?
"That's somebody who hit, by the way, four times safely out of every 10. Legendary — as in Ted Williams legendary — the last Major League Baseball player to hit over 400 during a regular season.","Quelqu'un, donc, qui frappe quatre fois sur dix des coups sûrs. ""Légendaire"", comme ""le légendaire Ted Williams"", le dernier joueur de la Ligue majeure de base-ball qui a frappé plus de 400 fois durant une saison régulière."
"Now let's take this back into my world of medicine where I'm a lot more comfortable, or perhaps a bit less comfortable after what I'm going to talk to you about.","Maintenant, transposons ceci à mon monde médical, où je me sens beaucoup plus confortable, ou peut-être un peu moins confortable après ce que je m'apprête à vous raconter."
"Suppose you have appendicitis and you're referred to a surgeon who's batting 400 on appendectomies. (Laughter) Somehow this isn't working out, is it?","Supposez que vous ayez une appendicite et on vous renvoie à un chirurgien qui réussit les appendicectomies à 400. (Rires) Ça ne marche pas vraiment, n'est-ce pas ?"
Now suppose you live in a certain part of a certain remote place and you have a loved one who has blockages in two coronary arteries and your family doctor refers that loved one to a cardiologist who's batting 200 on angioplasties.,"Maintenant, supposez que vous vivez dans un endroit isolé, et quelqu'un que vous aimez a des obstructions dans deux artères coronaires, et votre médecin de famille renvoie cette personne qui vous est chère à un cardiologue qui réussit les angioplasties à 200."
"But, but, you know what?","Mais, mais, vous savez quoi ?"
She's doing a lot better this year.,Elle s'en sort beaucoup mieux cette année.
She's on the comeback trail.,Elle est en train de faire un come-back.
And she's hitting a 257.,Et elle frappe à 257.
Somehow this isn't working.,Ça ne marche pas vraiment.
But I'm going to ask you a question.,Mais je vais vous poser une question.
"What do you think a batting average for a cardiac surgeon or a nurse practitioner or an orthopedic surgeon, an OBGYN, a paramedic is supposed to be?","Que pensez-vous que la frappe moyenne d'un chirurgien du cœur ou d'une infirmière praticienne, ou d'un chirurgien orthopédique, d'un obstétricien, d'un auxiliaire, devrait être ?"
"1,000, very good.","1000, très bien."
"Now truth of the matter is, nobody knows in all of medicine what a good surgeon or physician or paramedic is supposed to bat.","Maintenant, la vérité, c'est que personne ne sait dans tout le monde médical ce qu'un bon chirurgien, ou médecin ou auxiliaire, est censé frapper."
"What we do though is we send each one of them, including myself, out into the world with the admonition, be perfect.","Cependant, on envoie chacun d'entre eux, y compris moi-même, dans le monde, avec l ’ avertissement : « Sois parfait."
"Never ever, ever make a mistake, but you worry about the details, about how that's going to happen.","Ne fais jamais, jamais d'erreurs, mais sois attentif aux détails et regarde comment ça va se passer. »"
And that was the message that I absorbed when I was in med school.,C'est le message que j'ai absorbé quand j'étais en école de médecine.
I was an obsessive compulsive student.,J'étais un étudiant obsessif compulsif.
"In high school, a classmate once said that Brian Goldman would study for a blood test. (Laughter) And so I did.","En secondaire, un camarade de classe a dit un jour de Brian Goldman qu'il étudierait même pour un test sanguin. (Rires) Et je l'ai fait."
"And I studied in my little garret at the nurses' residence at Toronto General Hospital, not far from here.","Dans ma petite mansarde à la résidence des infirmiers de l'Hôpital général de Toronto, pas loin d'ici."
And I memorized everything.,Et j'ai tout mémorisé.
"I memorized in my anatomy class the origins and exertions of every muscle, every branch of every artery that came off the aorta, differential diagnoses obscure and common.","Pour mon cours d'anatomie, j'ai mémorisé les origines et efforts de tous les muscles, toutes les branches de toutes les artères qui viennent de l'aorte, des diagnostics différentiels obscurs et communs."
I even knew the differential diagnosis in how to classify renal tubular acidosis.,Je connaissais même le diagnostic différentiel pour classifier l ’ acidose tubulaire rénale.
"And all the while, I was amassing more and more knowledge.","Et pendant tout ce temps-là, j'accumulais de plus en plus de connaissances."
"And I did well, I graduated with honors, cum laude.","Et j'ai obtenu mon diplôme avec honneurs, avec les félicitations du jury."
"And I came out of medical school with the impression that if I memorized everything and knew everything, or as much as possible, as close to everything as possible, that it would immunize me against making mistakes.","Et je suis sorti de l'école de médecine avec l'impression que si je mémorisais tout et si je savais tout, ou du moins presque tout ce qu'il est possible de connaître, que cela m'immuniserait contre les erreurs."
"And it worked for a while, until I met Mrs. Drucker.","Et ça a marché pendant un certain temps, jusqu'à ce que je rencontre Mme Drucker."
I was a resident at a teaching hospital here in Toronto when Mrs. Drucker was brought to the emergency department of the hospital where I was working.,J'étais en résidence dans un hôpital universitaire ici à Toronto quand Mme Drucker a été amenée aux urgences de l'hôpital où je travaillais.
At the time I was assigned to the cardiology service on a cardiology rotation.,"À ce moment-là, j'avais été assigné au service de cardiologie, comme stagiaire en cardiologie."
"And it was my job, when the emergency staff called for a cardiology consult, to see that patient in emerg. and to report back to my attending.","Et mon boulot, quand le personnel d'urgence appelait pour une consultation cardiologique, c'était de voir ce patient aux urgences, et de faire un compte-rendu à mon superviseur."
"And I saw Mrs. Drucker, and she was breathless.","Et j'ai vu Mme Drucker, elle était à bout de souffle."
"And when I listened to her, she was making a wheezy sound.","Et quand je l'ai écoutée, elle émettait un sifflement."
"And when I listened to her chest with a stethoscope, I could hear crackly sounds on both sides that told me that she was in congestive heart failure.","Et quand j'ai écouté sa poitrine avec un stéthoscope, je pouvais entendre des bruits de craquements des deux côtés m'indiquant qu'elle avait une insuffisance cardiaque."
"This is a condition in which the heart fails, and instead of being able to pump all the blood forward, some of the blood backs up into the lung, the lungs fill up with blood, and that's why you have shortness of breath.","Il s'agit d'une condition où le cœur lâche et au lieu de bien pomper le sang, celui-ci retourne vers le poumon, qui se remplit de sang, et c'est pourquoi vous êtes à bout de souffle."
And that wasn't a difficult diagnosis to make.,Et ce n'était pas un diagnostic difficile à poser.
I made it and I set to work treating her.,Je l'ai posé et j'ai commencé à la traiter.
I gave her aspirin. I gave her medications to relieve the strain on her heart.,Je lui ai donné de l'aspirine et des médicaments pour soulager la tension au cœur.
"I gave her medications that we call diuretics, water pills, to get her to pee out the access fluid.","Je lui ai donné des médicaments que l'on appelle diurétiques, des pilules d'eau, pour lui faire uriner l'excès de liquide."
"And over the course of the next hour and a half or two, she started to feel better.","Et dans les deux heures qui suivirent, elle a commencé à se sentir mieux."
And I felt really good.,Et je me suis senti vraiment bien.
And that's when I made my first mistake; I sent her home.,Et c'est là que j'ai fait ma première erreur : je l'ai renvoyée chez elle.
"Actually, I made two more mistakes.","En fait, j'ai fait deux autres erreurs."
I sent her home without speaking to my attending.,"Je l'ai renvoyée chez elle, sans en parler à mon superviseur."
"I didn't pick up the phone and do what I was supposed to do, which was call my attending and run the story by him so he would have a chance to see her for himself.","Je n'ai pas décroché le téléphone pour faire ce que j'étais censé faire, qui était d'appeler mon superviseur et lui soumettre le cas, de façon à ce qu'il ait une occasion de la voir lui-même."
"And he knew her, he would have been able to furnish additional information about her.","Et il la connaissait, il aurait été en mesure de fournir des informations supplémentaires sur elle."
Maybe I did it for a good reason.,Peut-être ai-je agi ainsi pour de bonnes raisons.
Maybe I didn't want to be a high-maintenance resident.,Peut-être que je ne voulais pas être un résident exigeant beaucoup d'attention.
Maybe I wanted to be so successful and so able to take responsibility that I would do so and I would be able to take care of my attending's patients without even having to contact him.,"Peut-être que je désirais tant réussir, et prendre mes responsabilités que cela m'a poussé à agir ainsi et à m'occuper des patients de mon superviseur sans même avoir à le contacter."
The second mistake that I made was worse.,La seconde erreur était pire.
"In sending her home, I disregarded a little voice deep down inside that was trying to tell me, ""Goldman, not a good idea.","En la renvoyant chez elle, je n'ai pas écouté la petite voix à l'intérieur, qui essayait de me dire : ""Pas une bonne idée, Goldman."
"Don't do this. ""In fact, so lacking in confidence was I that I actually asked the nurse who was looking after Mrs. Drucker,"" Do you think it's okay if she goes home? ""And the nurse thought about it and said very matter-of-factly,"" Yeah, I think she'll do okay. ""I can remember that like it was yesterday.","Ne fais pas cela. ""En fait, je manquais tellement de confiance que c'est vers l'infirmière que je me suis tourné, celle qui s'occupait de Mme Drucker : « Est-ce que vous pensez qu'elle peut rentrer ? » Et l'infirmière y a réfléchi, et elle m'a répondu :"" Oui, je pense qu'elle s'en sortira "". Je m'en souviens comme si c'était hier."
"So I signed the discharge papers, and an ambulance came, paramedics came to take her home.","Donc j'ai signé les formulaires, et une ambulance est arrivée, et les ambulanciers sont venus la chercher."
And I went back to my work on the wards.,"Et moi, je suis retourné à mon travail aux urgences."
"All the rest of that day, that afternoon, I had this kind of gnawing feeling inside my stomach.","Tout le reste de la journée, cet après-midi-là, j'ai ressenti comme un rongement dans le ventre."
But I carried on with my work.,Mais j'ai continué à faire mon travail.
"And at the end of the day, I packed up to leave the hospital and walked to the parking lot to take my car and drive home when I did something that I don't usually do.","Et à la fin de la journée, je me suis préparé à rentrer chez moi, et je suis allé au parking prendre ma voiture pour rentrer chez moi, lorsque j'ai fait quelque chose d'inhabituel."
I walked through the emergency department on my way home.,"Sur le chemin, je suis passé par le département des urgences."
"And it was there that another nurse, not the nurse who was looking after Mrs. Drucker before, but another nurse, said three words to me that are the three words that most emergency physicians I know dread.","Et c'est là qu'une infirmière, une autre que celle qui s'occupait de Mme Drucker auparavant, a prononcé trois mots qui sont les trois mots que les médecins urgentistes redoutent le plus."
"Others in medicine dread them as well, but there's something particular about emergency medicine because we see patients so fleetingly.","Pas seulement les médecins des urgences, mais il y a quelque chose de particulier dans la médecine d'urgence parce que nous voyons les patients si rapidement."
"The three words are: Do you remember? ""Do you remember that patient you sent home?"" the other nurse asked matter-of-factly. ""Well she's back,"" in just that tone of voice.","Ces trois mots sont : « Tu te souviens ? » « Tu te souviens de cette patiente que tu as renvoyée chez elle ? », m'a demandé l'autre infirmière de façon directe. « Eh bien, elle est de retour », avec ce ton-là."
Well she was back all right.,Et pour sûr elle était de retour.
She was back and near death.,Elle était revenue et mourante.
"About an hour after she had arrived home, after I'd sent her home, she collapsed and her family called 911 and the paramedics brought her back to the emergency department where she had a blood pressure of 50, which is in severe shock.","À peu près une heure après être rentrée, après l ’ avoir renvoyée chez elle, elle s'est effondrée et sa famille a appelé le SAMU, et les ambulanciers l'ont ramenée aux urgences où sa pression sanguine était à 50, dénotant un choc sévère."
And she was barely breathing and she was blue.,Elle pouvait à peine respirer et elle était bleue.
And the emerg. staff pulled out all the stops.,Et les ambulanciers ont brûlé tous les stops.
They gave her medications to raise her blood pressure.,Ils lui ont donnée des médicaments pour augmenter sa pression.
They put her on a ventilator.,Ils l'ont mise sous ventilateur.
And I was shocked and shaken to the core.,Et j'étais sous le choc et ébranlé.
"And I went through this roller coaster, because after they stabilized her, she went to the intensive care unit, and I hoped against hope that she would recover.","Et je me suis senti comme dans un tourbillon, car après qu'ils l'ont stabilisée, elle s'est retrouvée aux soins intensifs, et j'ai espéré contre tout espoir, qu'elle s'en remettrait."
"And over the next two or three days, it was clear that she was never going to wake up.","Et dans les trois jours qui suivirent, il est devenu clair qu'elle ne se réveillerait jamais."
She had irreversible brain damage.,Ses lésions cérébrales étaient irréversibles.
And the family gathered.,Et la famille s'est réunie.
"And over the course of the next eight or nine days, they resigned themselves to what was happening.","Et dans les huit ou neuf jours qui ont suivi, ils se sont résignés."
"And at about the nine day mark, they let her go — Mrs. Drucker, a wife, a mother and a grandmother.","Et vers le neuvième jour, ils l'ont laissée partir — Mme Drucker, une épouse, une mère et une grand-mère."
They say you never forget the names of those who die.,On dit qu'on n'oublie jamais les noms de ceux qui meurent.
And that was my first time to be acquainted with that.,Et c'était la première fois que j'étais confronté à ceci.
"Over the next few weeks, I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine — where I felt alone, isolated, not feeling the healthy kind of shame that you feel, because you can't talk about it with your colleagues.","Au cours des semaines suivantes, je m'en suis terriblement voulu et j'ai, pour la première fois, fait l'expérience de la honte malsaine qui existe dans notre culture médicale — où je me suis senti seul, isolé avec non pas le genre de honte saine que l'on ressent car on ne peut pas en parler avec les collègues."
"You know that healthy kind, when you betray a secret that a best friend made you promise never to reveal and then you get busted and then your best friend confronts you and you have terrible discussions, but at the end of it all that sick feeling guides you and you say, I'll never make that mistake again.","Vous savez, le genre de honte saine, quand vous trahissez un secret qu'un ami vous a fait promettre de garder, et que vous êtes repéré, et alors votre meilleur ami vous confronte et vous avez une dispute terrible, mais à la fin, votre sentiment de honte vous guide et vous promettez de ne jamais refaire cette erreur."
And you make amends and you never make that mistake again.,Et vous réparez les dommages et vous ne faites plus jamais cette erreur.
That's the kind of shame that is a teacher.,Ce genre de honte vous apprend quelque chose.
The unhealthy shame I'm talking about is the one that makes you so sick inside.,Le genre de honte malsaine dont je parle est celle qui vous fait vous sentir malade à l'intérieur.
"It's the one that says, not that what you did was bad, but that you are bad.","C'est une honte qui dit non pas que ce vous avez fait était mal, mais que c'est vous qui êtes mauvais."
And it was what I was feeling.,Et c'est ce que je ressentais.
And it wasn't because of my attending; he was a doll.,Et ça n'avait rien à voir avec mon superviseur : il était adorable.
"He talked to the family, and I'm quite sure that he smoothed things over and made sure that I didn't get sued.","Il a parlé à la famille, et je pense qu'il a dû arrondir les angles pour qu'on ne m'intente pas un procès."
And I kept asking myself these questions. Why didn't I ask my attending?,Et moi je me répétais sans cesse les mêmes questions. « Pourquoi n'avoir pas demandé à mon superviseur ?
Why did I send her home? And then at my worst moments: Why did I make such a stupid mistake?,Pourquoi la renvoyer chez elle ? » Et dans mes pires moments : « Pourquoi ai-je fait une erreur aussi stupide ?
Why did I go into medicine?,Pourquoi avoir choisi la médecine ? »
"Slowly but surely, it lifted.","Lentement, mais sûrement, c'est parti."
I began to feel a bit better.,J'ai commencé à me sentir un peu mieux.
"And on a cloudy day, there was a crack in the clouds and the sun started to come out and I wondered, maybe I could feel better again.","Et un jour nuageux, il y avait un espace entre les nuages et le soleil commençait à se montrer et je me suis demandé si je pouvais me sentir mieux de nouveau."
"And I made myself a bargain that if only I redouble my efforts to be perfect and never make another mistake again, please make the voices stop. And they did. And I went back to work.","J'ai fait un pacte avec moi-même : si je redoublais mes efforts pour devenir parfait et ne jamais refaire d'erreurs, les voix à l'intérieur se tairaient. Et elles se sont tues. Et je me suis remis au travail."
And then it happened again.,Et puis c'est arrivé de nouveau.
"Two years later I was an attending in the emergency department at a community hospital just north of Toronto, and I saw a 25 year-old man with a sore throat.","Deux ans plus tard. J'étais le médecin de garde aux urgences dans un hôpital communautaire juste au nord de Toronto, et j'ai examiné un homme de 25 ans avec un mal de gorge."
"It was busy, I was in a bit of a hurry.","On était débordé, j'étais un peu pressé."
He kept pointing here.,Il me montrait sa gorge sans cesse.
"I looked at his throat, it was a little bit pink.","J'ai regardé sa gorge, et elle était un peu rose."
And I gave him a prescription for penicillin and sent him on his way.,Je lui ai prescrit de la pénicilline et l'ai renvoyé chez lui.
"And even as he was walking out the door, he was still sort of pointing to his throat.","Et alors même qu'il passait la porte, il continuait à montrer sa gorge."
"And two days later I came to do my next emergency shift, and that's when my chief asked to speak to me quietly in her office.","Et deux jours plus tard, je suis revenu travailler aux urgences, et alors ma chef m'a demandé si on pouvait parler calmement dans son bureau."
"And she said the three words: Do you remember? ""Do you remember that patient you saw with the sore throat?"" Well it turns out, he didn't have a strep throat.","Et elle a prononcé les trois mots : « Tu te souviens ? » « Tu te souviens de ce patient que tu as vu avec un mal de gorge ? » Eh bien, ce n'était pas une angine."
He had a potentially life-threatening condition called epiglottitis.,"Il avait une condition qui aurait pu menacer sa vie, appelée épiglottite."
"You can Google it, but it's an infection, not of the throat, but of the upper airway, and it can actually cause the airway to close.","Vous pouvez regarder sur Google, mais c'est une infection, non pas de la gorge, mais de la voie respiratoire supérieure, et cela peut mener à une fermeture de la voie respiratoire."
And fortunately he didn't die.,"Et heureusement, il n'en est pas mort."
He was placed on intravenous antibiotics and he recovered after a few days.,On l'a placé sous antibiotiques par voie intraveineuse et il était sur pied après quelques jours.
"And I went through the same period of shame and recriminations and felt cleansed and went back to work, until it happened again and again and again.","Et je suis repassé par la même période de honte et récriminations et puis, je me suis senti lavé et suis retourné au travail, jusqu'à ce que ça se reproduise encore et encore et encore."
"Twice in one emergency shift, I missed appendicitis.","Deux fois pendant un service d'urgences, j'ai manqué un appendice."
"Now that takes some doing, especially when you work in a hospital that at the time saw but 14 people a night.","Ce n'est vraiment pas simple, surtout lorsque vous travaillez dans un hôpital qui, à ce moment-là, voyait au moins 14 patients en une nuit."
"Now in both cases, I didn't send them home and I don't think there was any gap in their care.","Mais, je n'ai pas renvoyé les patients chez eux, et je pense qu'ils ont reçu un bon traitement médical."
One I thought had a kidney stone.,Je pensais que le premier avait un calcul rénal.
I ordered a kidney X-ray.,Je lui ai fait faire une radio.
"When it turned out to be normal, my colleague who was doing a reassessment of the patient noticed some tenderness in the right lower quadrant and called the surgeons.","Alors qu'elle s'est avérée normale, mon collègue, qui réévaluait le patient a remarqué une sensibilité dans le quadrant inférieur droit et a appelé les chirurgiens."
The other one had a lot of diarrhea.,Le second patient avait une diarrhée.
I ordered some fluids to rehydrate him and asked my colleague to reassess him.,"J'ai ordonné des fluides pour le réhydrater, et demandé à mon collègue de le réévaluer."
"And he did and when he noticed some tenderness in the right lower quadrant, called the surgeons.","Et il l'a fait. Et quand il a remarqué une sensibilité dans le quadrant inférieur droit, il appelé les chirurgiens."
"In both cases, they had their operations and they did okay.","Dans les deux cas, ils ont été opérés et s'en sont bien sortis."
"But each time, they were gnawing at me, eating at me.","Mais chaque fois, ça m'a rongé."
"And I'd like to be able to say to you that my worst mistakes only happened in the first five years of practice as many of my colleagues say, which is total B.S. (Laughter) Some of my doozies have been in the last five years.","Et je voudrais pouvoir vous dire que mes pires erreurs se sont produites dans mes cinq premières années de pratique, comme disent de nombreux collègues, ce qui est déconné. (Rires) Il m'est arrivé de faire des bêtises dans les cinq dernières années."
"Alone, ashamed and unsupported.","Seul, honteux et sans soutien."
"Here's the problem: If I can't come clean and talk about my mistakes, if I can't find the still-small voice that tells me what really happened, how can I share it with my colleagues?","Voici le problème : Si je ne peux libérer ma conscience et parler de mes erreurs, si je ne peux trouver la petite voix qui me dit ce qui s'est vraiment passé, comment pourrais-je me confier à mes collègues ?"
How can I teach them about what I did so that they don't do the same thing?,Comment pouvons-nous tirer les leçons de nos erreurs afin que ça ne se reproduise plus ?
"If I were to walk into a room — like right now, I have no idea what you think of me.","Si je devais entrer dans une pièce — comme maintenant, je n'ai aucune idée de ce que vous penseriez de moi."
When was the last time you heard somebody talk about failure after failure after failure?,Quand était la dernière fois que vous avez entendu quelqu'un parler de ses erreurs après erreurs ?
"Oh yeah, you go to a cocktail party and you might hear about some other doctor, but you're not going to hear somebody talking about their own mistakes.","Ah oui, vous allez à un cocktail et peut-être que vous entendrez parler d'un autre docteur, mais vous n'allez jamais entendre quelqu'un parler de ses propres erreurs."
"If I were to walk into a room filled with my colleages and ask for their support right now and start to tell what I've just told you right now, I probably wouldn't get through two of those stories before they would start to get really uncomfortable, somebody would crack a joke, they'd change the subject and we would move on.","Si je me mets à parler dans une pièce remplie de collègues et demande leur soutien maintenant et commence à raconter tout ce que je viens de vous dire, après deux histoires, je les aurai déjà mis très mal à l'aise, quelqu'un lancera une blague, on changerait de sujet et on passerait à autre chose."
"And in fact, if I knew and my colleagues knew that one of my orthopedic colleagues took off the wrong leg in my hospital, believe me, I'd have trouble making eye contact with that person.","Et en fait, si je savais, et, si mes collègues savaient, qu'un de mes collègues en orthopédie avait amputé la mauvaise jambe, croyez-moi, j'aurais du mal à regarder cette personne dans les yeux."
That's the system that we have.,C'est le système que nous avons.
It's a complete denial of mistakes.,C'est un refus total des erreurs.
"It's a system in which there are two kinds of physicians — those who make mistakes and those who don't, those who can't handle sleep deprivation and those who can, those who have lousy outcomes and those who have great outcomes.","C'est un système dans lequel il y a deux types de positions — ceux qui font des erreurs et ceux qui n'en font pas, ceux qui ne peuvent pas faire face au manque de sommeil, et ceux qui le peuvent, ceux qui ont des résultats médiocres et ceux qui ont d'excellents résultats."
"And it's almost like an ideological reaction, like the antibodies begin to attack that person.","Et c'est presque comme une réaction idéologique, comme les anticorps quand ils attaquent cette personne."
"And we have this idea that if we drive the people who make mistakes out of medicine, what will we be left with, but a safe system.","Et nous avons cette idée que si nous éloignons de la médecine les personnes qui font des erreurs, ce qui nous restera, c'est un système sûr."
But there are two problems with that.,Mais il y a deux problèmes avec ceci.
"In my 20 years or so of medical broadcasting and journalism, I've made a personal study of medical malpractice and medical errors to learn everything I can, from one of the first articles I wrote for the Toronto Star to my show ""White Coat, Black Art."" And what I've learned is that errors are absolutely ubiquitous.","Dans mes plus ou moins 20 ans de journalisme médical, j'ai fait une étude personnelle des erreurs médicales et des fautes professionnelles pour apprendre tout ce que je pouvais, de l'un des premiers articles que j'ai écrits pour le Toronto Star jusqu'à mon émission ""White Coat, Black Art."" Et ce que j'ai appris c'est que les erreurs sont absolument partout."
"We work in a system where errors happen every day, where one in 10 medications are either the wrong medication given in hospital or at the wrong dosage, where hospital-acquired infections are getting more and more numerous, causing havoc and death.","Nous travaillons dans un système où les erreurs se produisent tous les jours, où un médicament sur dix est soit le mauvais médicament administré dans un hôpital, soit au mauvais dosage, où les infections attrapées à l'hôpital sont de plus en plus fréquentes, dévastatrices et mortelles."
"In this country, as many as 24,000 Canadians die of preventable medical errors.","Dans ce pays, pas moins de 24 000 Canadiens meurent à la suite d'erreurs qui auraient pu être évitées."
"In the United States, the Institute of Medicine pegged it at 100,000.","Aux États-Unis, l'Institut de Médecine en compte 100 000."
"In both cases, these are gross underestimates, because we really aren't ferreting out the problem as we should.","Dans les deux cas, ce sont des sous-estimations, parce qu'on ne fouille pas vraiment le problème comme on le devrait."
"And here's the thing. In a hospital system where medical knowledge is doubling every two or three years, we can't keep up with it.","Et, écoutez ceci. Dans un hôpital où la connaissance médicale double tous les deux ou trois ans, on n'arrive plus à suivre."
Sleep deprivation is absolutely pervasive.,Le manque de sommeil est vraiment généralisé.
We can't get rid of it.,On ne peut pas s'en débarrasser.
"We have our cognitive biases, so that I can take a perfect history on a patient with chest pain.",On a tous des préjugés pour une histoire parfaite d'un patient avec une douleur à la poitrine.
"Now take the same patient with chest pain, make them moist and garrulous and put a little bit of alcohol on their breath, and suddenly my history is laced with contempt.","Maintenant, prenons le même patient avec sa douleur à la poitrine, cette douleur est maintenant humide et bruyante, et il y a un peu d'alcool dans le souffle, et soudain mon histoire est teintée de mépris."
I don't take the same history.,Je ne consigne pas la même histoire.
I'm not a robot; I don't do things the same way each time.,Je ne suis pas un robot ; je ne fais pas les choses de la même manière chaque fois.
And my patients aren't cars; they don't tell me their symptoms in the same way each time.,Et mes patients ne sont pas des voitures ; ils ne me décrivent pas leurs symptômes chaque fois de la même manière.
"Given all of that, mistakes are inevitable.","Par conséquent, les erreurs sont inévitables."
"So if you take the system, as I was taught, and weed out all the error-prone health professionals, well there won't be anybody left.","Donc si vous prenez le système, comme on me l'a appris, et éliminez tous les professionnels de la santé qui font des erreurs, eh bien, il n'y aura plus grand monde qui reste."
And you know that business about people not wanting to talk about their worst cases?,"Et vous savez, cette affaire au sujet de gens qui ne veulent pas parler de leurs pires cas ?"
"On my show, on ""White Coat, Black Art,"" I made it a habit of saying, ""Here's my worst mistake,"" I would say to everybody from paramedics to the chief of cardiac surgery, ""Here's my worst mistake,"" blah, blah, blah, blah, blah, ""What about yours?"" and I would point the microphone towards them.","Dans mon émission ""White Coat, Black Art"", j'ai pris l'habitude de dire : « Voici ma pire erreur », je dirais cela à tout le monde des auxiliaires au chef de chirurgie cardiaque, « Ma pire erreur, c'est quand … bla bla bla … et la vôtre ? » et je leur présentais le micro."
"And their pupils would dilate, they would recoil, then they would look down and swallow hard and start to tell me their stories. They want to tell their stories.","Et leurs pupilles se dilataient, ils se rappelaient alors ils baissaient les yeux et ravalaient leur salive et ils commençaient à me raconter leurs histoires."
They want to share their stories.,"Ils veulent raconter, ils veulent partager."
"They want to be able to say, ""Look, don't make the same mistake I did."" What they need is an environment to be able to do that.","Ils veulent pouvoir dire : « Ecoutez, ne refaites pas les mêmes erreurs ». Ils ont besoin d'un environnement pour pouvoir faire cela."
What they need is a redefined medical culture.,Ils ont besoin d'une culture médicale redéfinie.
And it starts with one physician at a time.,Et ça commence avec un médecin à la fois.
"The redefined physician is human, knows she's human, accepts it, isn't proud of making mistakes, but strives to learn one thing from what happened that she can teach to somebody else.","Le médecin redéfini est une femme, qui sait qu'elle est humaine, l'accepte, ne se vante pas de faire des erreurs, mais fait son possible pour apprendre quelque chose de ce qui s'est produit, qu'elle peut enseigner à quelqu'un d'autre."
She shares her experience with others.,Elle partage avec d'autres ses expériences.
She's supportive when other people talk about their mistakes.,Elle soutient ceux qui parlent de leurs erreurs.
"And she points out other people's mistakes, not in a gotcha way, but in a loving, supportive way so that everybody can benefit.","Et elle regarde les erreurs des autres, non pas de manière « Je t'ai vu », mais avec amour et avec soutien pour que tout le monde ait à y gagner."
"And she works in a culture of medicine that acknowledges that human beings run the system, and when human beings run the system, they will make mistakes from time to time.",Et elle travaille dans une culture médicale qui reconnaît que le système est entre les mains d'êtres humains et que ces humains feront des erreurs de temps à autre.
"So the system is evolving to create backups that make it easier to detect those mistakes that humans inevitably make and also fosters in a loving, supportive way places where everybody who is observing in the health care system can actually point out things that could be potential mistakes and is rewarded for doing so, and especially people like me, when we do make mistakes, we're rewarded for coming clean.","Donc le système évolue pour créer des sauvegardes qui facilitent le repérage de ces erreurs que les humains commettent inévitablement, et ça crée également avec amour et soutien des endroits où tous ceux qui observent le système des services de santé peut en fait observer des éléments qui pourraient être des erreurs et est récompensé pour cela, et en particulier des personnes comme moi, en commettant des erreurs, nous sommes récompensés pour libérer notre conscience."
My name is Brian Goldman.,Mon nom est Brian Goldman.
"I am a redefined physician. I'm human. I make mistakes. I'm sorry about that, but I strive to learn one thing that I can pass on to other people.","Je suis un médecin redéfini. Je suis humain. Je fais des erreurs. Je suis vraiment désolé de cela, mais je fais mon possible pour apprendre une chose que je peux alors passer à d'autres."
"I still don't know what you think of me, but I can live with that.","Je ne sais toujours pas ce que vous pensez de moi, mais je peux vivre avec cela."
And let me close with three words of my own: I do remember. (Applause),Et laissez-moi conclure avec ces trois mots qui sont les miens : Je me souviens. (Applaudissements)
"Because I usually take the role of trying to explain to people how wonderful the new technologies that are coming along are going to be, and I thought that, since I was among friends here, I would tell you what I really think and try to look back and try to understand what is really going on here with these amazing jumps in technology that seem so fast that we can barely keep on top of it.","Parce que j'ai l'habitude d'assumer le rôle d'essayer d'expliquer aux gens comme les nouvelles technologies qui se profilent vont être merveilleuses, je me suis dit que puisque nous étions entre amis ici, je vous dirais ce que je pense vraiment et j'essaierais de faire le bilan et de comprendre ce qui se passe vraiment ici avec ces sauts technologiques étonnants qui semblent si rapides que nous avons peine à les suivre."
So I'm going to start out by showing just one very boring technology slide.,Je vais donc commencer en vous montrant une diapo très ennuyeuse sur la technologie.
"And then, so if you can just turn on the slide that's on.","Et ensuite, si on peut juste afficher la diapo."
This is just a random slide that I picked out of my file.,C'est une diapo prise au hasard dans mes dossiers.
"What I want to show you is not so much the details of the slide, but the general form of it.","Ce que je veux montrer, ce ne sont pas tant les détails de la diapo, mais sa forme générale."
This happens to be a slide of some analysis that we were doing about the power of RISC microprocessors versus the power of local area networks.,C'est en fait une diapo d'une analyse que nous sommes en train de faire de la puissance des processeurs RISC par rapport à la puissance des réseaux locaux.
"And the interesting thing about it is that this slide, like so many technology slides that we're used to, is a sort of a straight line on a semi-log curve.","Et ce qui est intéressant ici c'est que cette diapo, comme tant de diapos sur la technologie auxquelles nous sommes habitués, est une sorte de ligne droite sur une courbe semi-logarithmique."
"In other words, every step here represents an order of magnitude in performance scale.","En d'autres termes, chaque étape ici représente un ordre de grandeur sur une échelle de performance."
And this is a new thing that we talk about technology on semi-log curves.,Et c'est nouveau que nous parlions de technologie sur des courbes semi-logarithmiques.
